id,level,display_name,llm_annotation
C60644358,1,Bioinformatics,Computer science
C74916050,1,Classics,History
C97346530,2,Thermal conductivity,Physics
C90673727,2,Product (mathematics),Mathematics
C17599544,2,Gamma-ray burst,Physics
C18555067,2,Joint (building),Engineering
C45355965,1,Socioeconomics,Sociology
C2781204021,2,Lattice (music),Art
C2779609443,3,Liver transplantation,Medicine
C2779422922,2,Stomach,Biology
C140704245,3,Viral replication,Biology
C2780849966,2,Lymph node,Medicine
C78434282,2,Diode,Engineering
C112887158,3,Hydrogen bond,Chemistry
C204323151,2,Range (aeronautics),Engineering
C2742236,2,Efficient energy use,Environmental science
C544519230,2,Computed tomography,Medicine
C2778375690,3,Tolerability,Medicine
C157369684,2,Genus,Biology
C2780813298,2,Percutaneous,Medicine
C123012128,3,Endothelial stem cell,Biology
C543025807,2,Fatty acid,Chemistry
C79090758,3,Ferroelectricity,Physics
C149635348,1,Embedded system,Engineering
C107993555,1,Gender studies,Sociology
C79879829,2,Intracellular,Biology
C2778137410,2,Government (linguistics),Sociology
C2779978075,2,Dialysis,Medicine
C177322064,1,Radiochemistry,Chemistry
C2781156865,2,Lesion,Medicine
C145236788,1,Labour economics,Economics
C139807058,2,Adaptation (eye),Biology
C166735990,3,Human factors and ergonomics,Engineering
C187691185,2,Grid,Computer science
C2776940978,2,Vitamin,Medicine
C149737253,4,Polymorphism (computer science),Computer science
C155011858,2,Perovskite (structure),Materials science
C2909208804,2,Fish <Actinopterygii>,Biology
C205372480,2,Image resolution,Computer science
C109007969,2,Structural basin,Geology
C2776541429,2,Osteoporosis,Medicine
C20625102,2,Corrosion,Materials science
C2776478404,3,Cochrane Library,Medicine
C29595303,1,Media studies,Sociology
C131540310,2,Conductivity,Physics
C2776755627,3,Cyclophosphamide,Medicine
C86554907,3,PI3K/AKT/mTOR pathway,Medicine
C47085818,2,Pair production,Physics
C2779734285,3,Parkinson's disease,Medicine
C2778186239,2,Epilepsy,Medicine
C117220453,2,Correlation,Mathematics
C16389437,2,Magnet,Physics
C160756335,2,Biosensor,Engineering
C3079626,1,Quantum electrodynamics,Physics
C152290109,2,Collider,Physics
C84606932,4,Estrogen receptor,Biology
C12267149,2,Support vector machine,Computer science
C21200559,2,Sensitivity (control systems),Engineering
C200601418,1,Reliability engineering,Engineering
C189165786,2,Extracellular matrix,Biology
C15920480,3,Copolymer,Chemistry
C39920418,2,Kinematics,Physics
C2780942790,2,Pathogenesis,Medicine
C124490489,2,Vitamin D and neurology,Medicine
C2778902805,2,Ablation,Medicine
C21963081,3,Working memory,Psychology
C529278444,2,Central nervous system,Biology
C2779282312,2,Myeloid,Medicine
C2781232474,3,Type 1 diabetes,Medicine
C64943373,4,Alpha (finance),Economics
C555008776,3,Battery (electricity),Engineering
C200457457,2,Ventilation (architecture),Engineering
C75563809,4,Missense mutation,Biology
C118792377,3,Selectivity,Chemistry
C2781300812,2,Shock (circulatory),Medicine
C2781442258,2,Ab initio,Physics
C2780303639,3,Kidney transplantation,Medicine
C2780824857,2,Solar cell,Physics
C2777869211,4,Cyclic voltammetry,Chemistry
C25498285,2,Neuroprotection,Medicine
C190727270,4,DNA methylation,Biology
C2775838275,3,Superoxide dismutase,Biology
C58166,2,Fuzzy logic,Computer science
C190248442,2,Qualitative research,Sociology
C3020199158,2,High resolution,Computer science
C89395315,3,Anode,Engineering
C166689943,2,Interferometry,Physics
C115537861,2,Surface modification,Materials science
C2780073493,2,Single Center,Medicine
C2776174256,2,BETA (programming language),Computer science
C82685317,2,Pollutant,Environmental science
C2781069245,2,Tuberculosis,Medicine
C49039625,2,Secretion,Biology
C2777648638,5,Coronavirus,Medicine
C120912362,2,Higher education,Sociology
C158129726,2,Higgs boson,Physics
C189708586,3,Systematic review,Medicine
C2776164576,3,Osteoarthritis,Medicine
C22212356,1,Transport engineering,Engineering
C2776886416,3,Bone mineral,Medicine
C136119220,2,Algebra over a field,Mathematics
C73916439,3,Energy storage,Engineering
C68312169,2,Orthopedic surgery,Medicine
C110879396,2,Plasmon,Physics
C189206191,4,Genomics,Biology
C121955636,1,Accounting,Business
C2780479503,3,Ulcerative colitis,Medicine
C143425029,3,DNA damage,Biology
C110354214,1,Engineering management,Engineering
C2780559512,2,Fibrosis,Medicine
C2780252810,2,Immunosuppression,Medicine
C504270822,2,Nickel,Chemistry
C45189115,3,Serology,Medicine
C19499675,2,Monte Carlo method,Mathematics
C143724316,2,Series (stratigraphy),Geology
C33070731,1,Toxicology,Medicine
C2776029896,2,Relaxation (psychology),Psychology
C2987404301,2,Intensive care,Medicine
C24245907,2,Particulates,Environmental science
C23131810,2,Observational study,Medicine
C167735695,3,Femtosecond,Physics
C148762608,2,Hippocampal formation,Biology
C107824862,2,Binding site,Biology
C2776910235,3,Reactivity (psychology),Psychology
C499950583,2,Morphology (biology),Biology
C178596936,3,Ultrashort pulse,Physics
C177562468,2,Dispersion (optics),Physics
C2780643987,2,Angiography,Medicine
C94487597,2,Sensory system,Biology
C135041427,3,Quasar,Physics
C74172505,3,Interleukin,Biology
C48372109,2,Binary number,Computer science
C2780357685,2,Nano-,Materials science
C502130503,3,Palladium,Chemistry
C57074206,3,MAPK/ERK pathway,Biology
C2780427987,3,Ovarian cancer,Medicine
C196843134,2,Embryo,Biology
C2777633098,2,Amyloid (mycology),Biology
C2779489039,3,Staphylococcus aureus,Biology
C17729963,2,Exciton,Physics
C94412978,2,Hydrolysis,Chemistry
C2779463800,2,Center (category theory),Mathematics
C206345919,2,Resource (disambiguation),Economics
C49105822,3,Polymerase chain reaction,Biology
C108037233,3,Wireless network,Computer science
C77077793,2,Abundance (ecology),Biology
C52234038,2,Cross section (physics),Physics
C108625454,2,Glycoprotein,Biology
C137580998,2,Crop,Biology
C206729178,2,Scheduling (production processes),Engineering
C197754878,4,Haplotype,Biology
C146686406,3,Enantioselective synthesis,Chemistry
C2780051608,3,Major depressive disorder,Psychology
C55020928,3,Image quality,Computer science
C126645576,2,Drainage basin,Geography
C2778451229,2,Endoscopy,Medicine
C198451711,2,Rheumatology,Medicine
C201941533,2,Annihilation,Physics
C502032728,3,Alzheimer's disease,Medicine
C2776885963,3,Antagonist,Art
C84416704,2,Adhesion,Chemistry
C7040849,4,Dielectric spectroscopy,Physics
C119824511,2,Absorption spectroscopy,Physics
C10390740,2,Analyte,Chemistry
C2780799671,2,Transient (computer programming),Computer science
C81977670,3,Genetic diversity,Biology
C46111723,3,Proteomics,Biology
C153642686,2,Infrared spectroscopy,Chemistry
C116073593,3,Biological activity,Biology
C61048295,2,Nucleation,Physics
C205545832,2,Young adult,Sociology
C2164484,2,Core (optical fiber),Engineering
C2778671642,3,Electron–positron annihilation,Physics
C2781076698,3,Aryl,Chemistry
C2781411149,2,Implant,Medicine
C165864922,3,Regulation of gene expression,Biology
C36454342,2,Radiography,Medicine
C56296756,3,Bit error rate,Computer science
C2777164284,2,Estrogen,Biology
C2777212361,2,Class (philosophy),Philosophy
C183688256,2,Photosynthesis,Biology
C12174686,2,Risk assessment,Business
C185263204,2,Electrophysiology,Medicine
C126314574,2,Air quality index,Environmental science
C61276311,3,Monoclinic crystal system,Materials science
C172695262,2,Nucleon,Physics
C207821765,2,Instability,Physics
C2780791683,2,Action (physics),Physics
C7836513,3,Hypoxia (environmental),Environmental science
C2778789114,2,Cardiac surgery,Medicine
C3020199598,3,Ischemic stroke,Medicine
C2779972918,3,Graft-versus-host disease,Medicine
C42067758,2,Refractive index,Physics
C2779341262,3,Immunity,Medicine
C2780269544,2,Wound healing,Medicine
C2778220009,3,Cervical cancer,Medicine
C108411613,3,Solar wind,Physics
C169573571,3,Raman scattering,Physics
C134935766,3,DNA repair,Biology
C63479239,3,Robustness (evolution),Biology
C32022120,3,Interference (communication),Engineering
C2778257484,2,Visual acuity,Medicine
C24939127,2,Water content,Environmental science
C2778112365,2,Sequence (biology),Biology
C83260615,2,Mars Exploration Program,Engineering
C43369102,2,Fracture (geology),Geology
C159110652,2,Resection,Medicine
C64927066,3,Histone,Biology
C91306197,2,Competition (biology),Biology
C138631740,2,Nanomaterials,Materials science
C16568411,2,Neurology,Medicine
C61427482,2,Anthropometry,Medicine
C516920438,2,Methane,Chemistry
C2778559949,3,Diffuse large B-cell lymphoma,Medicine
C85906118,3,Phase diagram,Physics
C188147891,1,Cognitive science,Psychology
C2776029263,2,Hepatitis,Medicine
C2777025900,3,Vascular endothelial growth factor,Medicine
C2779244956,3,Macrophage,Biology
C11988809,3,Interleukin 6,Medicine
C75302062,2,Photonic crystal,Physics
C107816215,2,Terahertz radiation,Physics
C554190296,2,Radar,Engineering
C24107716,2,Nucleic acid,Biology
C199289684,1,Mineralogy,Geology
C54553102,2,Magnetic moment,Physics
C5900021,1,Petrology,Geology
C145103041,3,Embryonic stem cell,Biology
C137183658,3,Dopaminergic,Medicine
C24586158,3,Mitochondrial DNA,Biology
C2776780178,2,COPD,Medicine
C2779222958,2,Yeast,Biology
C2778453870,3,B cell,Biology
C87717796,1,Environmental engineering,Engineering
C188382862,2,Predation,Biology
C207480886,2,Allergy,Medicine
C2776283816,2,Survival rate,Medicine
C2780472472,2,Acute kidney injury,Medicine
C195616568,3,Epitope,Biology
C108827166,1,Internet privacy,Computer science
C53565203,2,Species richness,Biology
C3020491458,3,Chronic hepatitis,Medicine
C166940927,3,Monomer,Chemistry
C2778818243,2,Optical coherence tomography,Medicine
C2777472916,2,Renal cell carcinoma,Medicine
C506065880,2,Titanium,Materials science
C2777698277,3,Acute coronary syndrome,Medicine
C173396325,3,Gene knockdown,Biology
C139066938,2,Radical,Political science
C2781192897,3,White matter,Medicine
C2778384902,2,Sepsis,Medicine
C144237770,1,Mathematical economics,Economics
C30066665,3,Capacitance,Physics
C112930515,1,Risk analysis (engineering),Engineering
C179998833,2,High-performance liquid chromatography,Chemistry
C179755657,2,Mortality rate,Medicine
C2426938,2,Medical prescription,Medicine
C206191943,2,Nuclear reaction,Physics
C90132467,3,Phylogenetics,Biology
C508106653,2,Ozone,Chemistry
C2776673561,2,Atlas (anatomy),Medicine
C65165184,3,Photocatalysis,Chemistry
C2776257435,2,Bandwidth (computing),Computer science
C2776035688,2,Affect (linguistics),Psychology
C2777063308,3,Neutropenia,Medicine
C204983608,2,Productivity,Economics
C141379421,2,Iterative reconstruction,Computer science
C1633027,2,Computational fluid dynamics,Engineering
C57900726,3,Diastole,Medicine
C127592171,2,Supernova,Physics
C2780829032,3,Lipid peroxidation,Biology
C33288867,3,Methylation,Chemistry
C113843644,4,Interface (matter),Materials science
C126831891,2,Host (biology),Biology
C49892992,2,Tissue engineering,Engineering
C2777477808,2,Metabolite,Biology
C2780797713,2,Water quality,Environmental science
C101762097,4,Promoter,Biology
C175605896,3,Microorganism,Biology
C188280979,3,Human leukocyte antigen,Medicine
C513153333,2,Aluminium,Materials science
C143121216,2,Microbiome,Biology
C2776401274,2,Accretion (finance),Economics
C552854447,2,Sustainable development,Environmental science
C45374587,2,Computation,Computer science
C159249277,2,Dark matter,Physics
C136948725,2,Soft tissue,Medicine
C48044578,2,Scalability,Computer science
C81182388,2,Complication,Medicine
C16930146,2,Stromal cell,Biology
C81941488,3,Quantitative trait locus,Biology
C3566410,3,B meson,Physics
C107673813,2,Bayesian probability,Mathematics
C2777382497,2,Hepatitis B,Medicine
C93275456,3,Supramolecular chemistry,Chemistry
C203092338,3,Clinical endpoint,Medicine
C510538283,2,Phosphorus,Chemistry
C50341732,5,Black hole (networking),Computer science
C36464697,2,Visualization,Computer science
C2780775167,2,Spinal cord,Medicine
C58226133,2,Pulmonary surfactant,Medicine
C29169072,3,Quantum well,Physics
C2779720271,2,Lymph,Biology
C151800584,2,Gait,Medicine
C39389867,2,Corporate governance,Business
C15336307,2,Lens (geology),Geology
C2779159551,2,Comorbidity,Medicine
C2779727114,2,Psychosis,Psychology
C2778227246,2,Glioma,Medicine
C2775941552,2,Isolation (microbiology),Biology
C2780140570,2,Surgical oncology,Medicine
C13274807,2,Liquid crystal,Materials science
C163764329,3,Autoantibody,Medicine
C2780471494,2,Solvent,Chemistry
C16345878,2,Orientation (vector space),Mathematics
C58312451,2,Atom (system on chip),Computer science
C2780074459,2,Heart disease,Medicine
C97126364,2,Resonator,Physics
C2779464278,3,Revascularization,Medicine
C40875361,2,Reagent,Chemistry
C6303427,1,Economic history,History
C2777863537,2,Adjuvant,Medicine
C2779662365,2,Event (particle physics),Physics
C553450214,3,Biosynthesis,Biology
C2984863031,4,Cognitive decline,Psychology
C48753275,2,Numerical analysis,Mathematics
C140779682,3,Sampling (signal processing),Engineering
C135889238,2,Kinetic energy,Physics
C32938098,4,Magnetic anisotropy,Physics
C542102704,1,Psychotherapist,Psychology
C2776098176,2,Aneurysm,Medicine
C134146338,2,Electronic circuit,Engineering
C104397665,2,Proteome,Biology
C2524010,1,Geometry,Mathematics
C4792198,2,Land use,Geography
C76177295,2,Groundwater,Geology
C2780072125,3,Lipoprotein,Biology
C10899652,2,Convection,Physics
C13280743,1,Geodesy,Geography
C186060115,1,Biological system,Biology
C120806208,2,Volcano,Geology
C39519442,2,Differential scanning calorimetry,Materials science
C53226629,4,Karyotype,Biology
C544821477,3,Weight loss,Medicine
C47177190,2,Curriculum,Sociology
C2777230088,2,Biocompatibility,Medicine
C2779466945,4,Prostatectomy,Medicine
C59061564,2,Thermal stability,Chemistry
C198710026,3,Renin–angiotensin system,Medicine
C95623464,2,Classifier (UML),Computer science
C2777348757,2,Cortex (anatomy),Biology
C2780009758,2,Measure (data warehouse),Computer science
C140820882,2,Vortex,Physics
C78854221,3,Nonlinear optics,Physics
C46762472,2,Peripheral,Computer science
C174802034,3,Galaxy formation and evolution,Physics
C182306322,2,Order (exchange),Economics
C2778239845,3,Cisplatin,Medicine
C160633673,2,Pixel,Computer science
C187530423,2,Particle size,Physics
C2780930700,2,Pulmonary hypertension,Medicine
C2776178377,2,Interferon,Medicine
C116403925,2,Ionosphere,Physics
C180205008,2,Amplitude,Physics
C140345934,2,Holocene,Geology
C137637335,2,Crystallite,Materials science
C36503486,2,Domain (mathematical analysis),Mathematics
C74902906,2,Radiative transfer,Physics
C2776838516,2,Genetic algorithm,Computer science
C2777080012,2,Mechanical ventilation,Medicine
C46275449,2,Crystallinity,Materials science
C201995342,1,Systems engineering,Engineering
C4733338,2,Lipid metabolism,Biology
C27153228,4,Transcriptional regulation,Biology
C2778772119,3,Fatty liver,Medicine
C2777581544,2,Sintering,Materials science
C117671659,1,Manufacturing engineering,Engineering
C16671776,4,Exome sequencing,Medicine
C11783203,3,Framingham Risk Score,Medicine
C2780801004,3,Immunization,Medicine
C53227056,3,Viability assay,Biology
C2779651940,2,Cerebrospinal fluid,Medicine
C2776231280,3,Liver cancer,Medicine
C42362537,3,Tyrosine kinase,Biology
C111599444,3,Genetic enhancement,Medicine
C2778063415,2,Hemodialysis,Medicine
C2780586882,2,Simple (philosophy),Philosophy
C180566339,3,Parton,Physics
C2781238097,2,Object (grammar),Philosophy
C3792809,4,Molecular beam epitaxy,Materials science
C18547055,1,International economics,Economics
C77928131,2,Tectonics,Geology
C2776359362,3,Representation (politics),Political science
C154153549,2,Baryon,Physics
C2779438470,3,Epidermal growth factor receptor,Medicine
C120398109,2,Quantum tunnelling,Physics
C2910001868,2,European union,Political science
C26291073,3,Ex vivo,Medicine
C100001284,1,Public economics,Economics
C194969405,2,Virtual reality,Computer science
C8673954,2,Microfluidics,Engineering
C147583825,2,Body weight,Medicine
C17163034,3,Fiber laser,Physics
C39464130,3,Soil carbon,Environmental science
C154881586,3,Ionic liquid,Chemistry
C207999682,3,Spintronics,Physics
C11171543,1,Psychoanalysis,Psychology
C102230213,3,Transgene,Biology
C10389963,2,Serotype,Biology
C155202549,1,International trade,Economics
C57442070,2,Sewage treatment,Engineering
C26856880,2,Self-assembly,Materials science
